mentionId,source,line,timestampStart,timestampEnd,speaker,part,chapter,scene,emotionalTone,narrativeFunction,text,effectId,effectLabel,baseAsset,fallbackAsset,baseW,baseH,baseFps,baseCodec,palette,shaderPreset,shaderParams,particlePreset,particleParams,gpuBudgetMB,syncToleranceMs,centerSafePct
OSR-057,OSIRIS.md,202,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,neutral,world_building/staging,الموقع: محاكاة أوزيريس  ,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-058,OSIRIS.md,209,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,analytical/clinical,world_building/theme,بدأ أوزيريس في تفكيك الخوارزمية وعرضها على الشاشة:  ,FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-059,OSIRIS.md,223,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,ominous/confirmatory,foreshadowing/escalation,"•النتيجة: عند إكمال الربط، تظهر رسالة من أوزيريس: ""التطابق: 100%. الفيروس يعمل بكفاءة تامة.""",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-060,OSIRIS.md,231,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.1: نشوة النجاة وقلق الفراغ,neutral,world_building/staging,الموقع: صحراء سيناء (القرن الثالث عشر قبل الميلاد \- محاكاة أوزيريس)  ,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-061,OSIRIS.md,241,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.1: نشوة النجاة وقلق الفراغ,analytical/clinical,character_development/theme,"""السامري،"" همس يحيى. أوزيريس عرض فوق رأس الرجل بيانات تحليلية: \[مستوى الكاريزما: 92%\]، \[القدرة على قراءة الجماهير: 98%\].  ",FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-062,OSIRIS.md,258,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.2: هندسة الحشود,analytical/clinical,world_building/theme,قرأ يحيى تحليل أوزيريس للمشهد:  ,FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-063,OSIRIS.md,265,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.2: هندسة الحشود,analytical/clinical,world_building/theme,•الوصف: تظهر وثيقة تفاعلية من أوزيريس تحلل خطوات السامري.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-064,OSIRIS.md,281,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.1: رسالة من الماضي,neutral,world_building/staging,•الشاشة: عودة إلى واجهة أوزيريس في المخبأ. إضاءة خافتة.  ,FX-02-INTERFACE-SCANLINES,OSIRIS Interface / Scanlines,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,generated-assets/video-bg/osiris-vid-bg/Medium_wide_shot_of_the_osiris_falcon_logo_re.gif,1280,720,24,avc1,#000814|#00e5ff|#2a5cff|#0b132b|#ffffff,crtScanlines+vignette,"{""scanlineIntensity"":0.22,""scanlineDensity"":1.35,""bloom"":0.25,""vignette"":0.5,""noise"":0.12,""flickerHz"":0.6}",floatingPoints,"{""count"":120,""sizePx"":[0.6,1.4],""speed"":0.08,""opacity"":[0,0.22]}",128,50,15
OSR-065,OSIRIS.md,300,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,tragic/somber,character_development,انتهى التسجيل. ساد صمت ثقيل في الغرفة، لم يقطعه سوى طنين خوادم أوزيريس.  ,FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-066,OSIRIS.md,304,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,resolute/empowering,plot_progression/turning_point,"""يحيى، البكاء لن يعيد طارق. ولن يوقف المهندس الأول. أنت تملك أوزيريس الآن. تملك الشيفرة المصدرية.""  ",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-067,OSIRIS.md,305,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,defiant/combative,plot_progression/goal_statement,"رفع يحيى رأسه، وعيناه حمراوان لكنهما تحملان تصميماً جديداً. ""سأدمرهم. سأستخدم أوزيريس لاختراق خوادمهم وفضح كل شيء.""  ",FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-068,OSIRIS.md,311,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,analytical/clinical,world_building/mechanics,•الوصف: يحيى يجب أن يبرمج أوزيريس للوجهة التالية.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-069,OSIRIS.md,313,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,cryptic/authoritative,plot_progression/constraint,"•البحث عن ""الفساد السياسي"": \-\> النتيجة: أوزيريس يرفض: ""الفساد السياسي هو عَرَض. ابحث عن الجذر.""  ",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-070,OSIRIS.md,314,,,,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,urgent/ominous,character_development/theme,"•البحث عن ""الفساد المقدس (اختراق الدين)"": \-\> النتيجة: أوزيريس يقبل الإدخال. تومض الشاشة بتاريخ: 325 ميلادية. روما/نيقية.",FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-071,OSIRIS.md,322,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,neutral,world_building/staging,الموقع: أروقة روما / الإسكندرية (قبل شهر من مجمع نيقية 325م \- محاكاة أوزيريس)  ,FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-072,OSIRIS.md,327,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,neutral,world_building/staging,•الصوت: همهمات نقاشات باللغة اليونانية القديمة (تُترجم تلقائياً عبر أوزيريس). موسيقى كلاسيكية هادئة تعكس عمق التفكير.  ,FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-073,OSIRIS.md,329,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,neutral,world_building/mechanics,برمج يحيى أوزيريس للعودة إلى عام 325 ميلادية. لم تظهر المحاكاة شياطين بقرون، بل رجالاً بسطاء يرتدون أثواباً خشنة، يجلسون في غرف مضاءة بالشموع، يتجادلون بشغف.  ,FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-074,OSIRIS.md,332,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,neutral,world_building/theme,عرض أوزيريس مقتطفات من رسائل آريوس وأثناسيوس.  ,FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-075,OSIRIS.md,360,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ب: المجمع (الاختراق),المشهد 6ب.1: الإمبراطور والحكيم,neutral,character_development/theme,"•الوصف: يعرض أوزيريس نسختين من ""قانون الإيمان"".  ",FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-076,OSIRIS.md,377,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ج: الثمن (المقاومة الروحية),المشهد 6ج.1: ألم ليلى,neutral,character_development/theme,"نظرت ليلى إلى شاشات أوزيريس. ""لهذا السبب درست علم النفس الديني. كنت أريد أن أفهم: هل الخلل في الله؟ أم فينا؟ ما رأيناه في نيقية يؤكد لي ما توصلت إليه. الله لم يُهزم في نيقية يا يحيى. (المؤسسة) هي التي انتصرت مؤقتاً. الفيروس لا يهاجم الله، الفيروس يهاجم (تمثيلنا) لله على الأرض.""  ",FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-077,OSIRIS.md,394,,,,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ج: الثمن (المقاومة الروحية),المشهد 6ج.2: رسالة طارق الثانية,neutral,world_building/mechanics,"برمج يحيى أوزيريس للوجهة التالية. ""إلى الأندلس... والقرن العشرين.""",FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-078,OSIRIS.md,402,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,neutral,world_building/staging,الموقع: غرناطة / قرطبة (القرن الحادي عشر إلى الخامس عشر \- محاكاة أوزيريس)  ,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-079,OSIRIS.md,409,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,neutral,world_building/theme,نقل أوزيريس يحيى وليلى إلى ذروة الحضارة الأندلسية. شوارع قرطبة المضاءة، المكتبات الضخمة، والجامعات التي سبقت أوروبا بقرون.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-080,OSIRIS.md,411,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,analytical/clinical,character_development/theme,"أجاب يحيى وهو يقرأ بيانات أوزيريس: ""الخوارزمية لا تهتم بالجمال. الخوارزمية تبحث عن نقطة الضعف. وهنا، نقطة الضعف كانت (الأنا).""  ",FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-081,OSIRIS.md,413,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,neutral,world_building/theme,عرض أوزيريس سلسلة من المشاهد السريعة: أمير إشبيلية يتحالف مع ملك قشتالة ضد أمير بطليوس. أمير طليطلة يدفع الجزية للعدو ليحمي عرشه من أخيه.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-082,OSIRIS.md,430,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.2: دموع لا تنفع,neutral,world_building/theme,•الوصف: يعرض أوزيريس خريطة تفاعلية للأندلس وقت ملوك الطوائف.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-083,OSIRIS.md,438,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,neutral,world_building/staging,الموقع: برلين (1933 \- محاكاة أوزيريس)  ,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-084,OSIRIS.md,445,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,neutral,world_building/theme,تسارعت المحاكاة. قفز أوزيريس قروناً إلى الأمام.  ,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-085,OSIRIS.md,449,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,neutral,character_development/theme,"عرض أوزيريس مقتطفات من كتاب ""كفاحي"" (Mein Kampf) متقاطعة مع تقارير طبيبه الشخصي.  ",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-086,OSIRIS.md,462,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ج: القرن العشرون — الذروة,المشهد 8ج.1: التوقيع على الموت,analytical/clinical,character_development/theme,"قرأ يحيى بيانات أوزيريس: ""أكثر من 40,000 توقيع شخصي موثق على قوائم إعدام. أعداؤه هم كل من يختلف معه.""  ",FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
